village,taluk,district,census_code,lat,lng,name_ta,place_type
Veppankali,,Vellore,,12.90815,78.95907,,village
Veppankuppam,,Vellore,,12.78335,78.87694,,village
Virinchipuram,,Vellore,,12.95895,79.01522,விரிஞ்சிபுரம்,village
Virinchīpuram,,Vellore,,12.92342,79.02165,,village
Vāniyambādi,,Vellore,,12.85364,78.96256,,village
Yalavandapudūr,,Vellore,,12.75184,78.99659,,village
Yarikollai,,Vellore,,12.82702,78.99108,,village
Yedattur,,Vellore,,12.82243,78.90664,,village
Yellithemarathūr,,Vellore,,12.74911,78.99526,,village
Ārjādi,,Vellore,,12.79682,78.87553,,village
