village,taluk,district,census_code,lat,lng,name_ta,place_type
Mahadevankulam,,Tirunelveli,,8.34748,77.85217,மகாதேவன்குளம்,village
Malaiadiputhur,,Tirunelveli,,8.45042,77.55819,மலையடிபுதூர்,village
Malayalamedu,,Tirunelveli,,8.72106,77.66829,மலையாளமேடு,hamlet
Manjolai,,Tirunelveli,,8.57016,77.40622,மாஞ்சோலை,hamlet
Mannarkovil,,Tirunelveli,,8.72814,77.43437,மன்னார்கோவில்,village
Mannarpuram,,Tirunelveli,,8.36715,77.80741,மன்னார்புரம்,village
Manur,,Tirunelveli,,8.85458,77.65258,மானூர்,village
Marudhanachivillai,,Tirunelveli,,8.34264,77.88628,,village
Maruthur,,Tirunelveli,,8.76082,77.80885,மருதூர்,village
Mathaganeri,,Tirunelveli,,8.22196,77.61247,மதகனேரி,village
Mathavakurichi,,Tirunelveli,,8.82207,77.63970,மாதவக்குறிச்சி,village
Mavadi,,Tirunelveli,,8.46676,77.55871,மாவடி,village
Mela Pappakudi,,Tirunelveli,,8.75040,77.50554,மேல பாப்பாக்குடி,village
Melacheval,,Tirunelveli,,8.67187,77.61522,மேலச்செவல்,village
Melakulam,,Tirunelveli,,8.73022,77.79493,மேலகுளம்,village
Melapattam,,Tirunelveli,,8.76240,77.77657,மேலப்பாட்டம்,village
Melapillaiyarkulam,,Tirunelveli,,8.89904,77.67002,மேலப்பிள்ளையார்குளம்,village
Mettur,,Tirunelveli,,8.86627,77.36746,மேட்டூர்,village
Moolakaraipatti,,Tirunelveli,,8.54450,77.76706,மூலக்கரைப்பட்டி,village
Moontradaippu,,Tirunelveli,,8.58817,77.68823,மூன்றடைப்பு,village
Mudavankulam,,Tirunelveli,,8.29035,77.76523,முடவன்குளம்,village
Mukoodal,,Tirunelveli,,8.74261,77.52362,முக்கூடல்,town
Munainjipatti,,Tirunelveli,,8.51780,77.80024,முனஞ்சிப்பட்டி,village
Muthaliarpatti,,Tirunelveli,,8.74164,77.38857,முதலியார்பட்டி,village
Mylappapuram,,Tirunelveli,,8.76796,77.43158,மைலப்பபுரம்,village
Nadukkallur,,Tirunelveli,,8.71067,77.59066,நடுக்கல்லூர்,village
Nadupillaiyarkulam,,Tirunelveli,,8.89554,77.67611,நடுப்பிள்ளையார்குளம்,village
Naduvakurichi,,Tirunelveli,,8.74475,77.80741,நடுவக்குறிச்சி,village
Nakkaneri,,Tirunelveli,,8.21801,77.67346,நக்கனேரி,village
Nalumukku,,Tirunelveli,,8.55251,77.36162,நாலுமுக்கு,hamlet
Nanguneri,,Tirunelveli,,8.48926,77.65967,நாங்குநேரி,town
Nanjankulam,,Tirunelveli,,8.81560,77.68152,நாஞ்சான்குளம்,village
Naranammalpuram,,Tirunelveli,,8.75922,77.73928,நாரணம்மாள்புரம்,village
Navaladi,,Tirunelveli,,8.25788,77.82891,நாவலடி,village
North Vagaikulam,,Tirunelveli,,8.91495,77.63224,வடக்கு வாகைகுளம்,village
Odaikarai Thulukkapatti,,Tirunelveli,,8.77908,77.51648,ஓடைக்கரை துலுக்கப்பட்டி,village
Ooralvaimozhi,,Tirunelveli,,8.20817,77.63438,ஊரல்வாய்மொழி,village
Oothu,,Tirunelveli,,8.59141,77.35738,ஊத்து,hamlet
Padappakurichi,,Tirunelveli,,8.74531,77.74303,படப்பக்குறிச்சி,village
Padmaneri,,Tirunelveli,,8.54373,77.57034,பத்மனேரி,village
Palavoor,,Tirunelveli,,8.20534,77.57431,பழவூர்,village
Palkattalai,,Tirunelveli,,8.76807,77.70439,பால்கட்டளை,village
Pallakkal Pothukudi,,Tirunelveli,,8.74473,77.46331,பள்ளக்கால் பொதுக்குடி,village
Pallamadai,,Tirunelveli,,8.85373,77.68191,பள்ளமடை,village
Pallikottai,,Tirunelveli,,8.85931,77.71263,பல்லிக்கோட்டை,village
Panagudi,,Tirunelveli,,8.32318,77.57873,பணகுடி,town
Panankulam,,Tirunelveli,,8.56055,77.66925,பனங்குளம்,village
Panayankurichi,,Tirunelveli,,8.78006,77.48769,பனையங்குறிச்சி,village
Papanasam,,Tirunelveli,,8.71303,77.36745,பாபநாசம்,village
Pappankulam,,Tirunelveli,,8.78013,77.42751,பாப்பான்குளம்,village
Parameswarapuram,,Tirunelveli,,8.24275,77.70026,பரமேஸ்வரபுரம்,village
Parapaadi,,Tirunelveli,,8.42551,77.73205,பரப்பாடி,village
Parvathiyapuram,,Tirunelveli,,8.88016,77.66257,பார்வதியபுரம்,village
Pathinalamperi,,Tirunelveli,,8.82420,77.80495,பதினாலாம்பேரி,village
Pattamadai,,Tirunelveli,,8.66738,77.58439,பத்தமடை,village
Pattankadu,,Tirunelveli,,8.62210,77.55982,பட்டன்காடு,village
Pazhavoor,,Tirunelveli,,8.70517,77.60858,பழவூர்,village
Periyathalai,,Tirunelveli,,8.33696,77.97442,பெரியதாழை,village
Perumal Nagar,,Tirunelveli,,8.45922,77.68637,பெருமாள்நகர்,village
Perumanal,,Tirunelveli,,8.16022,77.64580,பெருமணல்,village
Perumpanai,,Tirunelveli,,8.40607,77.84668,பெரும்பனை,village
Pettaikulam,,Tirunelveli,,8.31303,77.82897,பெட்டைக்குளம்,village
Pillaikulam,,Tirunelveli,,8.61305,77.58040,பிள்ளைகுளம்,village
Pirancheri,,Tirunelveli,,8.66214,77.63356,பிராஞ்சேரி,village
Pottalpudur,,Tirunelveli,,8.79875,77.38675,பொட்டல்புதூர்,village
Pulavanoor,,Tirunelveli,,8.85091,77.37400,புலவனூர்,village
Pungampatti,,Tirunelveli,,8.84726,77.39194,புங்கம்பட்டி,village
Puthiyam Puthur,,Tirunelveli,,8.24487,77.58249,,hamlet
Puthoor,,Tirunelveli,,8.38928,77.84614,,village
